weather,temperature,weekend,occasion,product_name,previous_sales,predicted_sales
Mild,25,No,None,Beef Seekh Kabab (4pcs),8,8
Mild,25,No,None,Chicken Nuggets (12pcs),15,17
Mild,25,No,None,Iced Caramel Macchiato,16,14
Mild,25,No,None,Beef Paya,12,13
Mild,25,No,None,Desi Chicken Karahi,12,12
Mild,25,No,None,Apple & Walnut Salad,11,11
Mild,25,No,None,Chicken Crunchy Pasta,10,11
Mild,25,No,None,Chef's Signature Steak,24,20
Mild,25,No,None,Crispy Chicken Burger,16,15
Mild,25,No,None,Chocolate chip IceCreame,20,16
Mild,25,No,None,Special Chicken Biryani,17,16
Mild,25,No,None,Cheese Stuffed Kabab,11,12
Mild,25,No,None,Tutti Frutti Special,17,16
Mild,25,No,None,Quinoa Health Bowl,20,17
Mild,25,No,None,Palak Paneer,23,18
Mild,25,No,None,Legendry Tower Burger,17,16
Mild,25,No,None,Zinger Stack,11,17
Mild,25,No,None,White Chicken Handi,19,22
Mild,25,No,None,Mango Sorbet,6,9
Mild,25,No,None,Hot Chilly Fries,11,15
Mild,25,No,None,dfgh,7,8
Cold,14,Yes,None,Pista Badam Kulfa,19,22
Cold,14,Yes,None,Pasta Salad,18,21
Cold,14,Yes,None,Gourmet Seafood Platter,32,33
Cold,14,Yes,None,Afghani Lamb Tikka,45,38
Cold,14,Yes,None,French Fries Large,16,22
Cold,14,Yes,None,Chicken Jalfrezi,35,38
Cold,14,Yes,None,Lamb Shank (Nalli Nihari),41,41
Cold,14,Yes,None,Blueberry Frozen Yogurt,10,13
Cold,14,Yes,None,Fruit Chaat Special,18,23
Cold,14,Yes,None,Pina Colada,33,26
Cold,14,Yes,None,Garlic Butter Lobster,46,49
Cold,14,Yes,None,Greek Feta Salad,26,22
Cold,14,Yes,None,Hot Chocolate with Marshmallows,13,14
Cold,14,Yes,None,Aloo Keema,30,31
Cold,14,Yes,None,Mutton Chops,48,40
Cold,14,Yes,None,Grilled Prawns,32,39
Cold,14,Yes,None,Smoked Brisket Platter,62,52
Cold,14,Yes,None,Chicken Tikka Platter,45,52
Cold,14,Yes,None,Fresh Strawberry Lemonade,30,29
Cold,14,Yes,None,Old Fashioned Milkshake,27,32
Cold,14,Yes,None,Grilled Salmon,24,28
Cold,14,Yes,None,Malai Boti Platter,36,38
Cold,14,Yes,None,Russian Salad,23,23
Cold,14,Yes,None,Mexican Bean Salad,27,27
Cold,14,Yes,None,Classic Cheeseburger,32,35
Cold,14,Yes,None,Vanilla Bean Classic,24,25
Cold,14,Yes,None,Chicken Club Sandwich,24,29
Cold,14,Yes,None,Mango Lassi,25,30
Cold,14,Yes,None,Coffee Mocha Scoop,17,24
Cold,14,Yes,None,Jalapeno Poppers,31,31
Cold,14,Yes,None,Cold Coffee with Ice Cream,10,8
Cold,14,Yes,None,Mixed BBQ Platter,36,42
Cold,14,Yes,None,Desi Ghee Daal Makhni,44,50
Cold,14,Yes,None,Peach Iced Tea,14,13
Cold,14,Yes,None,Caramel Crunch Sundae,28,26
Cold,14,Yes,None,Grilled Chicken Salad,14,18
Cold,14,Yes,None,Chicken Haleem,44,40
Cold,14,Yes,None,Lahori Chana Masala,42,44
Cold,14,Yes,None,Classic Mint Margarita,29,28
Cold,14,Yes,None,BBQ Ribs Stack,41,40
Cold,14,Yes,None,Tandoori Whole Chicken,36,42
Cold,14,Yes,None,Royal Mutton Karahi,28,30
Cold,14,Yes,None,Kulfa Falooda,15,17
Cold,14,Yes,None,Strawberry Cheesecake Ice Cream,25,22
Cold,14,Yes,None,Mutton Kunna,30,32
Cold,14,Yes,None,Chicken Wings (10pcs),44,38
Cold,14,Yes,None,Belgium Chocolate Scoop,19,22
Cold,14,Yes,None,Loaded Nachos,28,32
Cold,14,Yes,None,Fresh Orange Juice,25,21
Cold,14,Yes,None,Paneer Reshmi Handi,41,42
Cold,14,Yes,None,Fresh Garden Salad,21,26
Cold,14,Yes,None,Sarson Ka Saag & Makki Roti,41,43
Cold,14,Yes,None,Classic Caesar Salad,18,18
Cold,14,Yes,None,BBQ Pizza Medium,25,27
Cold,14,Yes,None,Beef Seekh Kabab (4pcs),30,38
Cold,14,Yes,None,Chicken Nuggets (12pcs),29,29
Cold,14,Yes,None,Iced Caramel Macchiato,17,21
Cold,14,Yes,None,Beef Paya,46,46
Cold,14,Yes,None,Desi Chicken Karahi,31,33
Cold,14,Yes,None,Apple & Walnut Salad,22,25
Cold,14,Yes,None,Chicken Crunchy Pasta,26,32
Cold,14,Yes,None,Chef's Signature Steak,35,40
Cold,14,Yes,None,Crispy Chicken Burger,41,36
Cold,14,Yes,None,Chocolate chip IceCreame,16,19
Cold,14,Yes,None,Special Chicken Biryani,40,39
Cold,14,Yes,None,Cheese Stuffed Kabab,52,51
Cold,14,Yes,None,Tutti Frutti Special,28,28
Cold,14,Yes,None,Quinoa Health Bowl,32,29
Cold,14,Yes,None,Palak Paneer,47,58
Cold,14,Yes,None,Legendry Tower Burger,31,27
Cold,14,Yes,None,Zinger Stack,47,45
Cold,14,Yes,None,White Chicken Handi,38,36
Cold,14,Yes,None,Mango Sorbet,16,19
Cold,14,Yes,None,Hot Chilly Fries,28,23
Cold,14,Yes,None,dfgh,28,32
Mild,27,Yes,None,Pista Badam Kulfa,43,36
Mild,27,Yes,None,Pasta Salad,25,24
Mild,27,Yes,None,Gourmet Seafood Platter,27,23
Mild,27,Yes,None,Afghani Lamb Tikka,20,19
Mild,27,Yes,None,French Fries Large,32,34
Mild,27,Yes,None,Chicken Jalfrezi,27,25
Mild,27,Yes,None,Lamb Shank (Nalli Nihari),19,19
Mild,27,Yes,None,Blueberry Frozen Yogurt,30,30
Mild,27,Yes,None,Fruit Chaat Special,22,25
Mild,27,Yes,None,Pina Colada,38,34
Mild,27,Yes,None,Garlic Butter Lobster,26,26
Mild,27,Yes,None,Greek Feta Salad,25,25
Mild,27,Yes,None,Hot Chocolate with Marshmallows,32,30
Mild,27,Yes,None,Aloo Keema,16,21
Mild,27,Yes,None,Mutton Chops,22,23
Mild,27,Yes,None,Grilled Prawns,18,25
Mild,27,Yes,None,Smoked Brisket Platter,28,25
Mild,27,Yes,None,Chicken Tikka Platter,19,20
Mild,27,Yes,None,Fresh Strawberry Lemonade,25,25
Mild,27,Yes,None,Old Fashioned Milkshake,38,40
Mild,27,Yes,None,Grilled Salmon,22,23
Mild,27,Yes,None,Malai Boti Platter,26,25
Mild,27,Yes,None,Russian Salad,20,23
Mild,27,Yes,None,Mexican Bean Salad,25,26
Mild,27,Yes,None,Classic Cheeseburger,19,22
Mild,27,Yes,None,Vanilla Bean Classic,34,31
Mild,27,Yes,None,Chicken Club Sandwich,41,42
Mild,27,Yes,None,Mango Lassi,35,36
Mild,27,Yes,None,Coffee Mocha Scoop,29,33
Mild,27,Yes,None,Jalapeno Poppers,25,28
Mild,27,Yes,None,Cold Coffee with Ice Cream,32,29
Mild,27,Yes,None,Mixed BBQ Platter,16,18
Mild,27,Yes,None,Desi Ghee Daal Makhni,24,25
Mild,27,Yes,None,Peach Iced Tea,36,43
Mild,27,Yes,None,Caramel Crunch Sundae,33,34
Mild,27,Yes,None,Grilled Chicken Salad,18,23
Mild,27,Yes,None,Chicken Haleem,14,22
Mild,27,Yes,None,Lahori Chana Masala,23,24
Mild,27,Yes,None,Classic Mint Margarita,32,30
Mild,27,Yes,None,BBQ Ribs Stack,30,30
Mild,27,Yes,None,Tandoori Whole Chicken,26,29
Mild,27,Yes,None,Royal Mutton Karahi,32,28
Mild,27,Yes,None,Kulfa Falooda,20,26
Mild,27,Yes,None,Strawberry Cheesecake Ice Cream,27,34
Mild,27,Yes,None,Mutton Kunna,21,22
Mild,27,Yes,None,Chicken Wings (10pcs),41,37
Mild,27,Yes,None,Belgium Chocolate Scoop,34,39
Mild,27,Yes,None,Loaded Nachos,26,30
Mild,27,Yes,None,Fresh Orange Juice,36,29
Mild,27,Yes,None,Paneer Reshmi Handi,23,27
Mild,27,Yes,None,Fresh Garden Salad,23,24
Mild,27,Yes,None,Sarson Ka Saag & Makki Roti,17,21
Mild,27,Yes,None,Classic Caesar Salad,21,21
Mild,27,Yes,None,BBQ Pizza Medium,38,35
Mild,27,Yes,None,Beef Seekh Kabab (4pcs),11,16
Mild,27,Yes,None,Chicken Nuggets (12pcs),37,35
Mild,27,Yes,None,Iced Caramel Macchiato,39,38
Mild,27,Yes,None,Beef Paya,34,35
Mild,27,Yes,None,Desi Chicken Karahi,19,26
Mild,27,Yes,None,Apple & Walnut Salad,32,30
Mild,27,Yes,None,Chicken Crunchy Pasta,45,39
Mild,27,Yes,None,Chef's Signature Steak,23,19
Mild,27,Yes,None,Crispy Chicken Burger,29,36
Mild,27,Yes,None,Chocolate chip IceCreame,28,32
Mild,27,Yes,None,Special Chicken Biryani,16,22
Mild,27,Yes,None,Cheese Stuffed Kabab,21,19
Mild,27,Yes,None,Tutti Frutti Special,36,42
Mild,27,Yes,None,Quinoa Health Bowl,18,18
Mild,27,Yes,None,Palak Paneer,21,28
Mild,27,Yes,None,Legendry Tower Burger,29,33
Mild,27,Yes,None,Zinger Stack,35,38
Mild,27,Yes,None,White Chicken Handi,34,36
Mild,27,Yes,None,Mango Sorbet,40,37
Mild,27,Yes,None,Hot Chilly Fries,22,22
Mild,27,Yes,None,dfgh,33,31
Cold,17,No,None,Pista Badam Kulfa,3,1
Cold,17,No,None,Pasta Salad,10,10
Cold,17,No,None,Gourmet Seafood Platter,35,32
Cold,17,No,None,Afghani Lamb Tikka,21,25
Cold,17,No,None,French Fries Large,12,17
Cold,17,No,None,Chicken Jalfrezi,30,32
Cold,17,No,None,Lamb Shank (Nalli Nihari),24,28
Cold,17,No,None,Blueberry Frozen Yogurt,1,1
Cold,17,No,None,Fruit Chaat Special,24,20
Cold,17,No,None,Pina Colada,2,3
Cold,17,No,None,Garlic Butter Lobster,32,33
Cold,17,No,None,Greek Feta Salad,15,14
Cold,17,No,None,Hot Chocolate with Marshmallows,3,2
Cold,17,No,None,Aloo Keema,30,33
Cold,17,No,None,Mutton Chops,42,35
Cold,17,No,None,Grilled Prawns,39,35
Cold,17,No,None,Smoked Brisket Platter,37,42
Cold,17,No,None,Chicken Tikka Platter,32,33
Cold,17,No,None,Fresh Strawberry Lemonade,14,9
Cold,17,No,None,Old Fashioned Milkshake,4,4
Cold,17,No,None,Grilled Salmon,40,40
Cold,17,No,None,Malai Boti Platter,26,31
Cold,17,No,None,Russian Salad,10,10
Cold,17,No,None,Mexican Bean Salad,25,21
Cold,17,No,None,Classic Cheeseburger,12,17
Cold,17,No,None,Vanilla Bean Classic,3,5
Cold,17,No,None,Chicken Club Sandwich,14,13
Cold,17,No,None,Mango Lassi,1,3
Cold,17,No,None,Coffee Mocha Scoop,16,10
Cold,17,No,None,Jalapeno Poppers,16,18
Cold,17,No,None,Cold Coffee with Ice Cream,2,1
Cold,17,No,None,Mixed BBQ Platter,32,30
Cold,17,No,None,Desi Ghee Daal Makhni,43,44
Cold,17,No,None,Peach Iced Tea,3,6
Cold,17,No,None,Caramel Crunch Sundae,1,2
Cold,17,No,None,Grilled Chicken Salad,13,15
Cold,17,No,None,Chicken Haleem,35,32
Cold,17,No,None,Lahori Chana Masala,42,46
Cold,17,No,None,Classic Mint Margarita,12,9
Cold,17,No,None,BBQ Ribs Stack,52,43
Cold,17,No,None,Tandoori Whole Chicken,20,20
Cold,17,No,None,Royal Mutton Karahi,32,27
Cold,17,No,None,Kulfa Falooda,1,3
Cold,17,No,None,Strawberry Cheesecake Ice Cream,5,7
Cold,17,No,None,Mutton Kunna,28,30
Cold,17,No,None,Chicken Wings (10pcs),15,18
Cold,17,No,None,Belgium Chocolate Scoop,8,7
Cold,17,No,None,Loaded Nachos,17,14
Cold,17,No,None,Fresh Orange Juice,9,9
Cold,17,No,None,Paneer Reshmi Handi,29,31
Cold,17,No,None,Fresh Garden Salad,7,14
Cold,17,No,None,Sarson Ka Saag & Makki Roti,27,28
Cold,17,No,None,Classic Caesar Salad,14,18
Cold,17,No,None,BBQ Pizza Medium,22,19
Cold,17,No,None,Beef Seekh Kabab (4pcs),14,18
Cold,17,No,None,Chicken Nuggets (12pcs),25,19
Cold,17,No,None,Iced Caramel Macchiato,18,12
Cold,17,No,None,Beef Paya,38,37
Cold,17,No,None,Desi Chicken Karahi,31,27
Cold,17,No,None,Apple & Walnut Salad,8,11
Cold,17,No,None,Chicken Crunchy Pasta,12,14
Cold,17,No,None,Chef's Signature Steak,35,28
Cold,17,No,None,Crispy Chicken Burger,13,16
Cold,17,No,None,Chocolate chip IceCreame,1,1
Cold,17,No,None,Special Chicken Biryani,43,35
Cold,17,No,None,Cheese Stuffed Kabab,32,33
Cold,17,No,None,Tutti Frutti Special,1,4
Cold,17,No,None,Quinoa Health Bowl,12,13
Cold,17,No,None,Palak Paneer,34,33
Cold,17,No,None,Legendry Tower Burger,18,15
Cold,17,No,None,Zinger Stack,16,17
Cold,17,No,None,White Chicken Handi,41,35
Cold,17,No,None,Mango Sorbet,8,12
Cold,17,No,None,Hot Chilly Fries,9,11
Cold,17,No,None,dfgh,20,18
